Ride ID,Request Time,Pickup Location,Latitude Pickup,Longitude Pickup,Dropoff Location,Latitude Dropoff,Longtitude Dropoff,Ride Distance (in miles),Fare Amount (in $),Payment Method,Driver ID,Vehicle Type,Traffic Condition,Peak Hours,Day of Week,Public Holiday,User Rating
138,4-20-24 13:34,"47.606782,-49.268058",47.606782,-49.268058,"-61.537541,-157.51241",-61.537541,-157.51241,8793.366893,899.34,PayPal,WD4459,SUV,Medium,No,Thursday,No,5
139,7-24-23 10:26,"-15.518545,82.309399",-15.518545,82.309399,"23.559478,87.460497",23.559478,87.460497,7050.002339,725.00,Cash,IV5641,Sedan,Low,Yes,Thursday,No,5
140,6-24-22 11:22,"-75.57956,73.473878",-75.57956,73.473878,"-71.952779,134.655605",-71.952779,134.655605,11930.90495,1213.09,Debit Card,EF8636,Bus,High,No,Monday,No,2
141,2-2-22 9:00,"35.127333,46.324082",35.127333,46.324082,"-77.145703,-112.259413",-77.145703,-112.259413,1974.576393,217.46,PayPal,UR7313,Sedan,Low,No,Monday,Yes,5
142,11-3-24 16:08,"84.429082,-77.405199",84.429082,-77.405199,"-71.527417,-118.029491",-71.527417,-118.029491,11269.03627,1146.90,Apple Pay,EH7404,Sedan,High,Yes,Friday,No,3
143,5-14-23 18:19,"-50.442445,27.004994",-50.442445,27.004994,"-65.272569,53.100256",-65.272569,53.100256,8864.919303,906.49,Apple Pay,VQ1605,Bus,Low,No,Friday,Yes,2
144,2-20-24 7:06,"31.581223,-174.969265",31.581223,-174.969265,"83.442532,162.86237",83.442532,162.86237,7022.98789,722.30,Visa,TU6108,Bus,Low,No,Saturday,No,1
145,8-18-23 12:56,"57.913563,75.796292",57.913563,75.796292,"84.926793,144.925112",84.926793,144.925112,1904.385476,210.44,Apple Pay,OV5598,SUV,Medium,No,Tuesday,Yes,4
146,12-6-22 23:16,"9.623736,61.879258",9.623736,61.879258,"84.668604,151.363574",84.668604,151.363574,4881.946617,508.19,Apple Pay,YZ8966,Bus,High,Yes,Monday,No,1
147,7-4-23 8:24,"-48.850682,18.475354",-48.850682,18.475354,"50.151753,68.189836",50.151753,68.189836,4782.800321,498.28,Apple Pay,HQ5404,Motorcycle,Low,No,Wednesday,Yes,2
148,3-22-24 10:25,"68.394523,-72.503427",68.394523,-72.503427,"25.326668,23.588017",25.326668,23.588017,9736.02802,993.60,Debit Card,WR2431,Motorcycle,High,No,Thursday,No,2
149,1-13-22 22:10,"82.286853,-80.74976",82.286853,-80.74976,"7.214898,133.533803",7.214898,133.533803,11901.41182,1210.14,Debit Card,KT1930,SUV,Medium,Yes,Sunday,No,5
150,3-11-24 13:57,"-38.105914,-18.70036",-38.105914,-18.70036,"88.776558,177.495586",88.776558,177.495586,5362.839172,556.28,Visa,SJ9299,SUV,Medium,No,Friday,Yes,1
151,12-22-22 5:29,"-19.265001,8.32211",-19.265001,8.32211,"4.81033,-151.583258",4.81033,-151.583258,10685.41767,1088.54,PayPal,MK4667,SUV,High,No,Tuesday,Yes,4
152,4-2-23 12:39,"-56.342945,3.636385",-56.342945,3.636385,"68.864065,-102.628244",68.864065,-102.628244,8765.468125,896.55,PayPal,NU2321,Bus,Low,No,Monday,No,4
153,9-25-22 5:35,"-50.878776,-161.497713",-50.878776,-161.497713,"-29.696458,-122.317679",-29.696458,-122.317679,5121.763393,532.18,Cash,GO5774,Motorcycle,Low,No,Friday,Yes,4
154,4-20-23 9:53,"-14.675662,-66.476865",-14.675662,-66.476865,"32.009682,61.498223",32.009682,61.498223,3825.453021,402.55,PayPal,ZZ7610,SUV,Low,No,Friday,No,3
155,5-14-24 20:21,"-54.146486,156.764035",-54.146486,156.764035,"-66.670249,-47.531238",-66.670249,-47.531238,10082.47754,1028.25,Visa,GQ8172,Sedan,Medium,Yes,Friday,No,1
156,10-5-23 23:30,"-58.055609,114.749521",-58.055609,114.749521,"11.320226,-58.961558",11.320226,-58.961558,10206.39685,1040.64,Cash,WY3635,SUV,Medium,No,Thursday,No,2
157,4-15-22 0:13,"24.051317,51.02213",24.051317,51.02213,"37.130491,-34.065628",37.130491,-34.065628,4136.808048,433.68,Apple Pay,KO3518,Motorcycle,Low,Yes,Monday,No,4
158,7-9-22 23:01,"-25.473963,-172.249238",-25.473963,-172.249238,"66.147304,65.176498",66.147304,65.176498,10140.88945,1034.09,Debit Card,PQ6940,Bus,High,No,Monday,Yes,5
159,4-28-24 13:55,"42.704143,24.51121",42.704143,24.51121,"84.352462,178.182561",84.352462,178.182561,5272.679403,547.27,Visa,RE4759,SUV,Medium,Yes,Tuesday,Yes,2
160,2-14-22 15:24,"70.247502,171.266113",70.247502,171.266113,"22.414616,-22.568057",22.414616,-22.568057,6588.940059,678.89,PayPal,TP1699,Sedan,High,No,Wednesday,Yes,2
161,9-1-22 14:26,"-73.019624,-170.935936",-73.019624,-170.935936,"-13.810746,80.082289",-13.810746,80.082289,5541.458568,574.15,Visa,GY1073,Sedan,High,Yes,Friday,No,5
162,2-23-24 22:46,"24.469265,111.93393",24.469265,111.93393,"75.097135,75.137654",75.097135,75.137654,6043.596795,624.36,Cash,TD3380,Motorcycle,Low,Yes,Sunday,No,5
163,4-26-22 14:52,"-84.494267,18.174021",-84.494267,18.174021,"23.408347,43.720263",23.408347,43.720263,7117.14772,731.71,Visa,GF1434,Motorcycle,Low,No,Monday,Yes,2
164,7-6-23 11:30,"-21.280898,-9.671119",-21.280898,-9.671119,"88.548529,-77.443642",88.548529,-77.443642,10097.07598,1029.71,Apple Pay,MB7794,SUV,Medium,Yes,Wednesday,Yes,4
165,8-12-23 3:03,"55.251957,-142.050299",55.251957,-142.050299,"82.634275,-76.535992",82.634275,-76.535992,6556.601538,675.66,Apple Pay,JZ8055,SUV,Low,Yes,Tuesday,No,3
166,1-2-24 22:05,"26.8737,-168.445098",26.8737,-168.445098,"-15.949278,113.189756",-15.949278,113.189756,4321.570209,452.16,PayPal,QM0757,Motorcycle,Low,No,Sunday,No,3
167,5-28-24 3:24,"7.796288,148.255295",7.796288,148.255295,"-40.3111,-28.424566",-40.3111,-28.424566,9594.883355,979.49,Debit Card,PX0959,Bus,Medium,No,Wednesday,No,4
168,9-22-22 22:57,"-64.93417,-23.275266",-64.93417,-23.275266,"-44.542087,118.087777",-44.542087,118.087777,6272.222793,647.22,Visa,TH0974,Sedan,Medium,Yes,Tuesday,Yes,2
169,2-22-23 20:02,"-15.258261,146.324499",-15.258261,146.324499,"-14.401539,46.641348",-14.401539,46.641348,8451.942588,865.19,Apple Pay,VY3968,SUV,Medium,No,Thursday,No,4
170,12-24-24 22:44,"46.565945,37.187161",46.565945,37.187161,"20.881798,111.21806",20.881798,111.21806,4434.023499,463.40,Debit Card,FB3307,Motorcycle,High,Yes,Wednesday,No,1
171,4-30-24 0:37,"-10.243113,175.742744",-10.243113,175.742744,"-14.295663,7.090253",-14.295663,7.090253,10915.23908,1111.52,PayPal,VY8637,Bus,Low,Yes,Wednesday,No,5
172,1-11-22 9:33,"-0.1977,158.495528",-0.1977,158.495528,"-24.483444,-5.701276",-24.483444,-5.701276,10495.73869,1069.57,Cash,ZX4142,Bus,Low,Yes,Monday,Yes,1
173,7-24-23 9:21,"-8.351895,18.033074",-8.351895,18.033074,"-47.353981,155.100133",-47.353981,155.100133,10787.88516,1098.79,Visa,OK8170,Bus,Low,Yes,Friday,Yes,1
174,1-12-23 7:24,"32.909417,106.14013",32.909417,106.14013,"40.20238,85.220939",40.20238,85.220939,4773.841358,497.38,PayPal,YL9759,Sedan,Low,Yes,Friday,No,2
175,9-14-23 23:39,"-74.43739,148.945903",-74.43739,148.945903,"72.707959,-90.367686",72.707959,-90.367686,7330.161555,753.02,PayPal,JZ0220,Bus,Low,No,Monday,No,3
176,3-10-24 11:41,"-75.197318,-49.969032",-75.197318,-49.969032,"-85.31969,-171.240573",-85.31969,-171.240573,2849.468855,304.95,Cash,NG9796,Sedan,Medium,Yes,Wednesday,Yes,2
177,5-14-22 8:30,"22.025967,178.004802",22.025967,178.004802,"-10.787992,155.5795",-10.787992,155.5795,1659.676752,185.97,Cash,KR4563,Sedan,Medium,Yes,Sunday,No,4
178,10-25-22 12:18,"53.523869,4.771973",53.523869,4.771973,"-84.059802,171.722386",-84.059802,171.722386,6530.327134,673.03,PayPal,BK3057,SUV,Medium,No,Thursday,Yes,2
179,2-24-23 23:50,"24.704281,-102.295381",24.704281,-102.295381,"-29.781623,121.248228",-29.781623,121.248228,7174.616559,737.46,Visa,VG6832,Motorcycle,Medium,Yes,Saturday,Yes,5
180,9-15-23 22:53,"-3.567404,-88.088386",-3.567404,-88.088386,"35.288909,-27.727792",35.288909,-27.727792,5912.469342,611.25,Debit Card,NL0788,SUV,Medium,Yes,Monday,Yes,3
181,3-23-22 11:48,"83.605137,101.867678",83.605137,101.867678,"-52.884903,57.059522",-52.884903,57.059522,786.1456785,98.61,Cash,CC4507,Motorcycle,Low,No,Tuesday,Yes,2
182,5-24-24 11:04,"-19.229095,-48.937483",-19.229095,-48.937483,"-71.525859,112.707234",-71.525859,112.707234,7720.205795,792.02,Apple Pay,AS9028,Sedan,Medium,No,Sunday,No,3
183,6-18-22 13:19,"-48.095366,-136.811148",-48.095366,-136.811148,"34.24524,96.596494",34.24524,96.596494,5081.216257,528.12,Apple Pay,OT1573,Sedan,Medium,No,Thursday,No,3
184,9-28-23 16:57,"74.449703,-57.89159",74.449703,-57.89159,"-8.699512,172.020968",-8.699512,172.020968,11293.2832,1149.33,Cash,OO8939,SUV,High,Yes,Friday,Yes,4
185,1-10-23 9:59,"-22.488744,156.580607",-22.488744,156.580607,"-57.378477,-42.155139",-57.378477,-42.155139,11467.27989,1166.73,Debit Card,SR2417,Bus,High,Yes,Sunday,Yes,1
186,3-14-22 10:55,"-22.04525,-95.929076",-22.04525,-95.929076,"12.097978,-17.651701",12.097978,-17.651701,5053.090959,525.31,Debit Card,KU2827,Sedan,Low,No,Friday,No,1
187,9-23-24 2:32,"21.916709,56.091554",21.916709,56.091554,"-36.036704,-66.43362",-36.036704,-66.43362,2824.083199,302.41,PayPal,JS2152,SUV,Low,Yes,Thursday,No,2
188,10-10-24 17:04,"73.178938,-108.835923",73.178938,-108.835923,"13.776811,-164.034389",13.776811,-164.034389,9974.216754,1017.42,Debit Card,ST6185,Motorcycle,Medium,No,Thursday,Yes,3
189,3-22-24 12:58,"-59.727789,-165.003723",-59.727789,-165.003723,"-63.234845,33.194515",-63.234845,33.194515,5103.491418,530.35,PayPal,BC1104,Sedan,Medium,Yes,Thursday,No,5
190,10-24-22 5:11,"-25.862856,89.888177",-25.862856,89.888177,"-40.621585,76.468522",-40.621585,76.468522,8009.359321,820.94,Cash,BA8905,Sedan,Medium,No,Friday,No,1
191,1-17-22 21:14,"-7.239382,-104.528838",-7.239382,-104.528838,"-70.175577,-90.247062",-70.175577,-90.247062,6662.195269,686.22,Apple Pay,NJ0376,Motorcycle,Low,Yes,Thursday,Yes,1
192,8-6-22 10:56,"72.341033,102.00366",72.341033,102.00366,"24.123382,-133.813393",24.123382,-133.813393,545.7771216,74.58,Visa,WB6034,SUV,Medium,No,Wednesday,Yes,5
193,10-13-24 17:13,"-76.843872,1.289674",-76.843872,1.289674,"-38.995863,59.470913",-38.995863,59.470913,6438.30134,663.83,Cash,VV6194,Motorcycle,Medium,Yes,Wednesday,No,4
194,7-27-23 22:01,"50.764561,-20.565009",50.764561,-20.565009,"-6.039006,-32.578199",-6.039006,-32.578199,5186.809683,538.68,Apple Pay,RC2257,Sedan,Low,Yes,Tuesday,Yes,1
195,1-18-23 19:21,"-44.285049,-171.835784",-44.285049,-171.835784,"-2.882057,-116.894338",-2.882057,-116.894338,4643.354759,484.34,Visa,OA2503,SUV,High,Yes,Tuesday,No,3
196,3-19-23 1:34,"-52.335678,44.874244",-52.335678,44.874244,"-16.266638,40.390715",-16.266638,40.390715,7510.498063,771.05,Debit Card,SW1548,Sedan,Low,Yes,Friday,No,5
197,4-6-24 22:16,"-29.397634,-30.960107",-29.397634,-30.960107,"-63.957007,-13.889305",-63.957007,-13.889305,2966.999612,316.70,Visa,DH9205,Motorcycle,High,Yes,Thursday,No,2
198,5-3-22 20:06,"78.85487,46.798534",78.85487,46.798534,"29.373382,154.999118",29.373382,154.999118,3478.904649,367.89,Debit Card,JL9570,SUV,High,No,Saturday,Yes,4
199,12-3-23 11:27,"31.361963,-73.738063",31.361963,-73.738063,"59.727358,110.954362",59.727358,110.954362,7633.889883,783.39,PayPal,JG0989,Bus,Low,No,Friday,Yes,2
200,6-10-24 15:08,"11.245657,-89.825843",11.245657,-89.825843,"67.288758,-29.624995",67.288758,-29.624995,6997.275387,719.73,PayPal,IO7036,Bus,High,Yes,Wednesday,Yes,5
201,10-30-22 17:42,"-20.051726,-38.799558",-20.051726,-38.799558,"29.165359,92.441409",29.165359,92.441409,3941.289749,414.13,Cash,TD4873,Bus,Medium,Yes,Saturday,No,5
202,1-6-22 11:11,"2.609001,111.471932",2.609001,111.471932,"51.44114,96.629917",51.44114,96.629917,7078.087984,727.81,Visa,PN1736,Sedan,Medium,No,Sunday,No,2
203,3-1-23 21:28,"62.19459,-167.009501",62.19459,-167.009501,"24.277009,33.666632",24.277009,33.666632,9005.943141,920.59,PayPal,HX5103,SUV,Low,Yes,Thursday,Yes,4
204,10-4-24 13:59,"-72.551252,-59.30207",-72.551252,-59.30207,"-49.037222,-70.384052",-49.037222,-70.384052,1082.067923,128.21,Apple Pay,FB6334,SUV,Low,No,Monday,Yes,1
205,3-17-23 17:02,"-21.65283,131.946706",-21.65283,131.946706,"-41.465226,45.729909",-41.465226,45.729909,7445.155681,764.52,Cash,UD4969,SUV,Medium,Yes,Saturday,Yes,5
206,5-21-22 8:02,"60.262898,-11.306571",60.262898,-11.306571,"74.885441,142.010141",74.885441,142.010141,6144.211371,634.42,Visa,TR3557,Motorcycle,Medium,No,Saturday,No,5
207,12-21-24 6:32,"53.729802,105.505801",53.729802,105.505801,"45.167413,40.438698",45.167413,40.438698,3574.882882,377.49,Cash,SU2187,Bus,Low,Yes,Friday,Yes,2
208,11-29-23 21:03,"-80.436634,-160.820861",-80.436634,-160.820861,"32.748259,73.599576",32.748259,73.599576,5400.326363,560.03,Visa,XJ5408,Motorcycle,High,No,Thursday,No,3
209,11-16-24 19:38,"71.400762,-76.520625",71.400762,-76.520625,"-64.622422,128.453915",-64.622422,128.453915,12006.65364,1220.67,Debit Card,ER3649,Bus,Medium,No,Wednesday,Yes,5
210,6-27-23 8:37,"54.03517,-46.052565",54.03517,-46.052565,"0.888502,74.922616",0.888502,74.922616,8158.679378,835.87,PayPal,SZ3315,Motorcycle,Low,Yes,Tuesday,Yes,3
211,7-11-24 18:33,"89.507958,-122.068018",89.507958,-122.068018,"-73.242782,77.181895",-73.242782,77.181895,10192.11759,1039.21,PayPal,NW1738,Bus,High,Yes,Tuesday,Yes,4
212,10-15-24 11:26,"82.848084,81.483779",82.848084,81.483779,"41.114803,-122.064758",41.114803,-122.064758,1071.006037,127.10,Apple Pay,NU1437,Bus,Medium,Yes,Sunday,Yes,2
213,4-30-24 19:24,"22.347596,-15.230618",22.347596,-15.230618,"-31.96983,27.678199",-31.96983,27.678199,4798.69231,499.87,PayPal,UY3082,Sedan,High,Yes,Wednesday,No,4
214,2-28-24 19:25,"-17.893475,-122.812182",-17.893475,-122.812182,"53.979103,179.909759",53.979103,179.909759,3861.648673,406.16,Visa,EU5995,Sedan,Low,Yes,Tuesday,Yes,4
215,7-6-23 15:26,"22.40368,-71.274539",22.40368,-71.274539,"64.428388,-100.750419",64.428388,-100.750419,9009.09605,920.91,Visa,HO7842,Bus,High,Yes,Wednesday,Yes,4
216,7-13-23 14:28,"48.868387,32.525012",48.868387,32.525012,"-87.86713,48.581693",-87.86713,48.581693,6206.885756,640.69,Debit Card,YY0217,Sedan,High,No,Wednesday,Yes,5
217,10-7-24 14:27,"-22.234049,-120.380992",-22.234049,-120.380992,"-45.559152,-60.189381",-45.559152,-60.189381,6721.074332,692.11,Apple Pay,MS5951,Motorcycle,Medium,Yes,Friday,No,4
218,5-2-24 22:20,"79.456363,-155.489337",79.456363,-155.489337,"-47.553866,150.45427",-47.553866,150.45427,7217.179535,741.72,Visa,ZZ0136,Bus,High,Yes,Sunday,Yes,5
219,8-22-24 13:15,"32.113615,118.924084",32.113615,118.924084,"32.113942,-55.690388",32.113942,-55.690388,4372.657612,457.27,PayPal,OE0512,Motorcycle,Medium,Yes,Friday,No,2
220,11-5-24 20:34,"48.538791,68.47098",48.538791,68.47098,"44.883787,-8.376248",44.883787,-8.376248,2252.490824,245.25,Apple Pay,ZJ8519,Motorcycle,High,Yes,Friday,No,3
221,11-16-23 1:13,"-18.853359,-117.951581",-18.853359,-117.951581,"-75.874132,92.25413",-75.874132,92.25413,3039.153853,323.92,Cash,VL6111,SUV,High,No,Sunday,No,2
222,11-11-23 20:51,"-84.978331,176.100645",-84.978331,176.100645,"75.83761,-146.38207",75.83761,-146.38207,6230.932171,643.09,Debit Card,IX7575,Motorcycle,Low,Yes,Friday,Yes,1
223,10-18-22 5:47,"-72.433472,-158.570757",-72.433472,-158.570757,"61.881782,3.963824",61.881782,3.963824,5425.269128,562.53,Debit Card,FR4188,SUV,Medium,No,Friday,Yes,2
224,12-1-22 5:48,"-21.375999,76.814092",-21.375999,76.814092,"-13.2927,-99.335575",-13.2927,-99.335575,7593.144462,779.31,Debit Card,LR4062,Bus,Low,Yes,Wednesday,No,5
225,2-5-23 11:34,"-14.986233,-46.876232",-14.986233,-46.876232,"26.196581,45.303622",26.196581,45.303622,2462.695794,266.27,PayPal,ZF5881,Bus,Low,Yes,Tuesday,Yes,4
226,8-7-24 5:13,"55.937023,142.656672",55.937023,142.656672,"81.700166,-35.13643",81.700166,-35.13643,3129.321941,332.93,PayPal,JX1079,SUV,Medium,No,Saturday,Yes,4
227,5-3-24 16:59,"81.68882,-17.020972",81.68882,-17.020972,"-47.565716,-70.842467",-47.565716,-70.842467,6865.706856,706.57,Cash,DZ9933,SUV,Medium,Yes,Thursday,No,2
228,9-28-23 8:42,"-15.278516,11.730674",-15.278516,11.730674,"28.988715,117.87942",28.988715,117.87942,6358.522975,655.85,Visa,XE2620,Bus,Low,Yes,Wednesday,Yes,1
229,1-29-24 16:26,"74.666872,48.760198",74.666872,48.760198,"-66.205542,-105.278758",-66.205542,-105.278758,2116.115361,231.61,Debit Card,ID3122,Bus,Low,Yes,Wednesday,No,4
230,9-13-22 0:31,"78.565168,-155.856396",78.565168,-155.856396,"73.619612,-162.80186",73.619612,-162.80186,7428.581824,762.86,Apple Pay,ZT2970,Motorcycle,Low,Yes,Wednesday,No,4
231,2-21-23 1:51,"-19.759246,138.326408",-19.759246,138.326408,"-60.844161,-70.537504",-60.844161,-70.537504,10820.20334,1102.02,Visa,OA7925,SUV,Low,Yes,Sunday,Yes,3
232,9-30-24 22:12,"-54.38008,5.606665",-54.38008,5.606665,"-80.626534,-44.130102",-80.626534,-44.130102,4647.574699,484.76,Visa,OT6058,Motorcycle,Low,No,Wednesday,Yes,1
233,1-12-23 5:20,"-89.112016,139.230926",-89.112016,139.230926,"-65.481683,-132.110154",-65.481683,-132.110154,9059.819152,925.98,Visa,XO8785,SUV,High,Yes,Friday,Yes,5
234,1-27-23 2:48,"30.705375,-56.35956",30.705375,-56.35956,"83.78534,-12.686506",83.78534,-12.686506,8195.449415,839.54,PayPal,DU2044,Motorcycle,Medium,No,Thursday,No,1
235,7-17-22 11:13,"25.027384,27.852511",25.027384,27.852511,"-33.772938,97.467797",-33.772938,97.467797,7552.221823,775.22,Debit Card,HP6209,Motorcycle,Low,No,Friday,No,4
236,10-30-24 9:47,"79.877283,-160.178827",79.877283,-160.178827,"62.532164,20.448055",62.532164,20.448055,8095.662879,829.57,Cash,UT4079,Bus,High,Yes,Sunday,Yes,3
237,10-6-23 17:31,"-38.60638,-109.845247",-38.60638,-109.845247,"-80.397263,46.408559",-80.397263,46.408559,2886.079298,308.61,Visa,VK2628,Motorcycle,Low,Yes,Thursday,No,3
238,1-4-22 13:43,"-84.595069,-163.515876",-84.595069,-163.515876,"37.081403,-154.723181",37.081403,-154.723181,4714.448612,491.44,Apple Pay,WW0146,SUV,Low,No,Sunday,No,3
239,5-5-22 18:48,"-17.733339,-152.104247",-17.733339,-152.104247,"-61.177111,105.344617",-61.177111,105.344617,1107.496354,130.75,Debit Card,HU8673,Sedan,Low,Yes,Friday,No,1
240,1-22-24 19:27,"44.9587,-157.37958",44.9587,-157.37958,"-55.887089,54.141589",-55.887089,54.141589,6409.148869,660.91,Debit Card,ME9093,SUV,High,No,Sunday,Yes,3
241,8-16-23 21:22,"-11.81338,-131.159336",-11.81338,-131.159336,"-9.213212,105.386415",-9.213212,105.386415,4492.71492,469.27,Apple Pay,YF9005,Motorcycle,Low,No,Sunday,No,2
242,2-14-24 19:42,"-89.902189,101.306481",-89.902189,101.306481,"-23.825635,6.777345",-23.825635,6.777345,11662.1244,1186.21,PayPal,KH4258,SUV,High,Yes,Tuesday,No,4
243,8-6-24 3:46,"-26.81004,-11.484976",-26.81004,-11.484976,"83.268377,27.048408",83.268377,27.048408,3788.115398,398.81,Apple Pay,YT9790,SUV,Low,Yes,Thursday,No,2
244,9-27-22 11:22,"81.058699,132.837921",81.058699,132.837921,"-0.00742200000000004,78.091258",-0.007422,78.091258,3134.677652,333.47,Apple Pay,OF7489,Motorcycle,Low,No,Sunday,Yes,2
245,11-5-24 14:25,"59.651395,-25.525361",59.651395,-25.525361,"-1.773726,103.542175",-1.773726,103.542175,8256.576806,845.66,Cash,NW6565,Sedan,High,Yes,Monday,Yes,4
246,1-12-24 6:55,"29.045189,20.897657",29.045189,20.897657,"47.800033,25.071621",47.800033,25.071621,1527.51929,172.75,Visa,TV3396,SUV,Low,No,Wednesday,No,3
247,5-1-24 8:44,"72.998559,-94.965673",72.998559,-94.965673,"13.524501,33.145823",13.524501,33.145823,11578.46629,1177.85,Apple Pay,LL6567,Bus,Low,No,Sunday,No,1
248,2-5-24 23:54,"-87.549515,-124.635441",-87.549515,-124.635441,"-41.74685,-113.599717",-41.74685,-113.599717,2450.587622,265.06,Visa,BD5419,Sedan,High,Yes,Friday,No,3
249,5-10-24 4:42,"-41.49196,176.27851",-41.49196,176.27851,"-63.142794,-131.328335",-63.142794,-131.328335,7511.533419,771.15,Visa,QP0637,SUV,High,No,Wednesday,No,2
250,12-12-23 0:58,"76.191803,-112.823465",76.191803,-112.823465,"-47.047073,170.213825",-47.047073,170.213825,10034.60232,1023.46,Visa,SH0804,Sedan,High,No,Saturday,Yes,1
251,8-17-23 7:21,"-60.854087,-27.863028",-60.854087,-27.863028,"71.555014,-94.435871",71.555014,-94.435871,6256.719515,645.67,Cash,XZ6178,Bus,Low,No,Tuesday,Yes,3
252,7-29-22 20:40,"22.600813,-85.864953",22.600813,-85.864953,"66.376196,-165.493544",66.376196,-165.493544,7954.060468,815.41,Cash,XD9954,Motorcycle,High,Yes,Saturday,Yes,4
253,5-1-23 9:11,"5.119559,-50.981738",5.119559,-50.981738,"84.446861,9.836437",84.446861,9.836437,5833.842546,603.38,PayPal,LH0179,Motorcycle,Medium,Yes,Friday,Yes,5
254,6-12-22 1:00,"56.467622,-22.296383",56.467622,-22.296383,"-68.123344,101.442759",-68.123344,101.442759,10017.48808,1021.75,Cash,OT6035,Motorcycle,Low,Yes,Sunday,No,3
255,6-2-23 23:45,"-43.874845,158.515987",-43.874845,158.515987,"34.836805,-127.311692",34.836805,-127.311692,4655.704123,485.57,Debit Card,DG6106,SUV,High,No,Tuesday,Yes,3
256,1-22-24 15:04,"-83.31726,-89.06199",-83.31726,-89.06199,"86.824913,-156.026109",86.824913,-156.026109,494.6943036,69.47,PayPal,DD5613,Sedan,Medium,Yes,Monday,Yes,4
257,4-18-24 13:33,"59.850843,168.815608",59.850843,168.815608,"-23.018516,114.752353",-23.018516,114.752353,3995.301662,419.53,Debit Card,VV1736,Sedan,Low,Yes,Thursday,No,5
258,9-22-23 10:44,"39.748427,109.704073",39.748427,109.704073,"82.879159,178.434937",82.879159,178.434937,3535.401636,373.54,PayPal,HB4295,Motorcycle,Low,No,Wednesday,Yes,5
259,8-4-24 22:48,"32.177176,-130.503477",32.177176,-130.503477,"71.370241,-47.357228",71.370241,-47.357228,6777.660269,697.77,PayPal,HD4694,Sedan,Low,Yes,Friday,No,1
260,4-29-22 4:00,"14.285839,-169.267297",14.285839,-169.267297,"-4.769979,178.599822",-4.769979,178.599822,1744.068376,194.41,PayPal,ZQ2537,SUV,Medium,No,Monday,No,3
261,9-21-23 20:24,"31.891053,-133.606489",31.891053,-133.606489,"-59.071253,-71.270979",-59.071253,-71.270979,11244.19667,1144.42,PayPal,DT0304,Bus,Low,Yes,Saturday,Yes,4
262,10-30-23 7:03,"78.882544,57.898763",78.882544,57.898763,"3.30619,161.110228",3.30619,161.110228,2942.145205,314.21,Debit Card,JC7325,SUV,Medium,Yes,Thursday,Yes,2
263,8-31-22 15:30,"-63.867844,-1.192936",-63.867844,-1.192936,"64.465551,174.55516",64.465551,174.55516,6745.151759,694.52,Debit Card,JZ0069,SUV,High,Yes,Tuesday,No,4
264,1-8-24 12:22,"0.226333,-142.776989",0.226333,-142.776989,"-80.103633,122.999627",-80.103633,122.999627,2978.878852,317.89,Cash,HA6522,Bus,Low,Yes,Sunday,Yes,3
265,7-19-23 7:52,"-33.720096,19.588972",-33.720096,19.588972,"22.728461,-60.358485",22.728461,-60.358485,6582.738853,678.27,Visa,IQ0841,Motorcycle,High,Yes,Monday,Yes,4
266,7-20-23 2:49,"-29.255891,-55.027482",-29.255891,-55.027482,"58.356053,145.708121",58.356053,145.708121,4487.203696,468.72,PayPal,AD4768,Bus,Medium,Yes,Wednesday,Yes,5
267,6-28-23 10:08,"-4.090007,-82.135259",-4.090007,-82.135259,"44.434452,-14.980913",44.434452,-14.980913,5662.3026,586.23,Cash,JS2465,Motorcycle,High,Yes,Tuesday,Yes,4
268,9-23-24 16:12,"-68.591901,-12.131505",-68.591901,-12.131505,"-8.320999,-7.631154",-8.320999,-7.631154,3901.399871,410.14,Debit Card,QF6007,Bus,High,Yes,Thursday,Yes,3
269,5-3-24 4:58,"-78.926254,97.988966",-78.926254,97.988966,"-5.642541,175.105457",-5.642541,175.105457,11120.40553,1132.04,Cash,RT5772,Motorcycle,Low,No,Thursday,No,1
270,6-6-22 17:34,"60.951458,-60.945794",60.951458,-60.945794,"83.944792,-151.238258",83.944792,-151.238258,10641.36204,1084.14,Visa,OE5777,SUV,Medium,Yes,Thursday,Yes,3
271,10-10-24 20:29,"20.743963,-166.293959",20.743963,-166.293959,"-62.498276,-141.126652",-62.498276,-141.126652,7272.645541,747.26,Visa,YA6691,Sedan,High,No,Tuesday,No,5
272,4-27-23 0:25,"88.481595,-75.39336",88.481595,-75.39336,"29.156179,102.415335",29.156179,102.415335,11393.32188,1159.33,Visa,NV0260,SUV,Low,No,Tuesday,Yes,2
273,7-28-22 20:37,"62.56199,-149.701224",62.56199,-149.701224,"76.931178,106.776366",76.931178,106.776366,9843.065747,1004.31,Apple Pay,DZ1465,SUV,Medium,No,Tuesday,No,5
274,9-18-22 22:49,"-51.82377,-64.275313",-51.82377,-64.275313,"-44.308191,122.555558",-44.308191,122.555558,4384.390704,458.44,PayPal,WZ6838,SUV,Medium,Yes,Friday,No,3
275,2-16-22 19:12,"-34.624577,-49.731409",-34.624577,-49.731409,"86.992368,11.898739",86.992368,11.898739,3815.834457,401.58,PayPal,RE0533,Motorcycle,Medium,Yes,Thursday,Yes,2
276,3-30-23 11:29,"45.266384,-87.837092",45.266384,-87.837092,"53.821782,-88.769642",53.821782,-88.769642,9464.199091,966.42,Apple Pay,BS9649,SUV,Medium,Yes,Sunday,No,1
